"Region","Antofagasta","Arica y Parinacota","Atacama","Aysén","Biobío","Coquimbo","Araucanía","O’Higgins","Los Lagos","Los Ríos","Magallanes","Maule","Metropolitana","Tarapacá","Valparaíso","Ñuble"
"21-Mar","27.2","37.8","25.5","14.9","47.8","23.7","48.0","29.1","33.9","69.9","17.7","29.8","23.5","32.2","28.5","29.3"
"22-Mar","27.1","34.6","26.3","14.4","48.4","24.5","50.8","29.9","34.5","72.9","17.1","32.5","23.9","33.9","29.2","29.0"
"23-Mar","27.4","34.5","25.8","14.4","47.1","24.7","51.4","28.2","33.5","71.7","17.7","34.6","24.3","36.9","29.8","30.9"
"24-Mar","28.1","30.3","26.0","14.4","48.2","24.8","51.8","29.0","33.0","70.5","19.0","34.9","24.5","40.5","30.0","32.4"
"25-Mar","28.5","28.6","25.9","14.1","49.6","24.2","51.6","28.9","34.1","71.6","20.3","35.8","25.0","41.9","30.8","34.3"
"26-Mar","28.9","28.4","25.7","17.3","50.2","23.5","52.8","30.0","35.1","68.7","19.6","37.7","26.0","43.3","31.8","32.1"
"27-Mar","28.0","26.2","24.9","15.4","48.8","23.4","52.1","29.6","34.1","70.3","19.3","38.0","27.3","45.1","32.6","32.3"
"28-Mar","28.2","28.0","23.2","16.1","48.3","23.0","54.7","29.9","33.9","67.8","19.3","39.7","27.5","45.2","34.0","31.8"
"29-Mar","27.9","28.7","23.1","14.9","48.3","22.5","53.6","30.9","33.5","63.6","21.5","39.8","29.4","42.6","34.9","33.9"
"30-Mar","27.1","29.0","23.3","16.8","47.8","23.2","55.1","33.7","33.6","65.4","22.6","39.0","29.7","42.1","35.7","32.8"
"31-Mar","26.6","31.1","23.8","17.3","46.7","22.4","55.7","33.8","32.5","65.9","21.8","42.6","31.3","44.0","36.1","34.2"
"01-Abr","26.5","33.4","24.5","20.2","47.6","22.3","55.1","34.3","33.9","64.0","19.9","43.1","32.1","44.9","37.2","34.1"
"02-Abr","26.5","32.8","24.9","18.5","46.1","23.7","54.1","34.6","34.2","68.4","21.4","44.3","32.4","44.1","38.3","35.3"
"03-Abr","26.6","32.2","27.2","19.0","46.8","23.2","52.8","35.5","33.4","66.5","21.4","45.2","33.1","45.2","38.1","36.2"
"04-Abr","27.2","31.4","29.2","19.2","46.4","24.1","49.9","35.9","33.6","64.7","21.6","45.3","33.7","45.3","37.0","33.8"
"05-Abr","26.4","30.4","29.9","20.8","43.3","23.3","50.8","34.7","31.6","63.4","19.6","46.4","32.4","46.2","35.8","33.4"
"06-Abr","26.1","30.0","32.2","19.3","43.5","21.7","48.3","32.5","30.6","59.6","19.3","45.5","33.1","46.9","35.6","32.8"
"07-Abr","26.2","29.7","34.2","19.2","44.0","21.9","44.9","31.7","30.8","57.9","21.1","43.8","32.6","47.2","34.5","29.4"
"08-Abr","26.8","30.2","35.1","21.7","43.6","22.0","46.4","32.2","29.8","57.0","24.7","44.1","33.1","46.8","34.0","29.0"
"09-Abr","27.3","31.8","37.1","21.6","44.6","21.4","47.0","33.4","29.9","55.5","23.5","45.8","34.0","49.4","34.5","29.8"
"10-Abr","28.0","33.3","38.1","22.1","43.1","20.0","49.0","34.1","32.4","55.8","26.5","48.2","33.4","49.1","34.7","31.0"
"11-Abr","27.5","33.5","40.6","22.5","43.0","19.8","50.2","34.2","31.4","55.8","29.2","49.6","33.8","49.1","35.4","33.8"
"12-Abr","27.8","35.9","41.4","24.8","44.6","20.9","49.9","35.3","32.8","56.0","32.0","49.0","33.8","50.3","36.0","33.5"
"13-Abr","29.3","36.8","42.6","23.7","44.0","20.8","50.9","36.6","33.3","56.0","32.0","50.5","33.9","51.1","36.6","34.6"
"14-Abr","29.1","35.2","42.8","22.5","43.6","20.9","52.3","37.7","33.3","55.1","33.6","52.5","34.0","47.8","37.5","35.5"
"15-Abr","29.2","33.4","43.9","18.8","43.1","20.7","51.9","36.1","33.2","55.6","34.2","54.4","33.0","47.7","35.9","35.3"
"16-Abr","28.9","33.5","42.2","19.8","41.3","20.6","52.6","34.1","32.5","54.2","38.0","52.9","31.7","45.6","34.2","34.9"
"17-Abr","28.7","35.8","44.8","20.1","42.3","21.0","52.9","33.6","30.7","49.8","35.6","51.9","31.4","44.6","33.9","33.4"
"18-Abr","28.5","35.4","44.7","20.9","41.1","20.1","54.1","33.4","30.6","48.9","36.4","51.5","30.9","44.2","32.9","32.1"
"19-Abr","29.3","35.8","44.6","18.8","41.1","19.6","55.0","33.3","30.0","51.5","42.3","53.0","31.1","43.1","32.5","31.3"
"20-Abr","28.0","35.3","45.1","20.1","40.3","19.6","54.7","32.6","29.7","50.7","46.2","53.2","30.6","41.7","31.5","30.7"
"21-Abr","28.4","36.7","46.6","20.1","39.6","20.0","54.0","31.4","29.6","51.4","45.7","52.9","30.0","43.4","30.9","29.0"
"22-Abr","27.4","38.2","46.8","23.2","38.0","19.5","54.3","31.8","28.6","47.6","46.9","51.0","30.0","42.1","30.9","29.0"
"23-Abr","27.6","39.4","48.4","26.1","37.0","19.2","54.6","31.3","27.9","42.7","48.9","52.9","30.3","40.6","30.0","27.5"
"24-Abr","27.0","38.8","46.8","26.5","35.2","19.4","52.5","31.0","26.9","45.0","53.7","51.5","29.9","38.8","29.4","27.2"
"25-Abr","26.5","40.6","45.8","27.7","34.8","19.5","50.7","30.0","26.6","44.8","52.7","50.9","29.4","38.0","29.0","26.4"
"26-Abr","25.8","40.7","45.1","28.0","33.1","19.5","48.8","28.7","27.3","42.4","49.0","49.3","29.6","39.4","28.9","27.1"
"27-Abr","25.0","44.5","43.2","29.3","32.3","19.5","47.8","28.4","27.1","41.3","51.6","48.7","28.5","38.9","28.5","26.5"
"28-Abr","24.4","43.6","43.0","29.8","31.0","19.1","46.9","28.2","26.6","40.8","54.1","47.5","28.5","37.3","28.1","27.3"
"29-Abr","23.4","40.3","41.9","27.0","31.0","19.7","46.3","28.4","26.2","40.5","54.9","49.2","28.9","36.8","27.4","26.6"
"30-Abr","23.0","38.0","41.6","26.4","30.8","19.3","45.2","28.7","25.5","43.0","56.5","47.3","28.9","36.9","26.7","26.9"
"01-May","22.3","36.9","39.1","26.9","30.2","19.7","47.1","27.7","25.3","40.5","56.5","47.0","29.0","37.6","25.4","27.0"
"02-May","22.5","35.9","37.9","28.6","29.1","19.5","48.6","27.0","24.9","37.7","57.7","46.2","28.8","37.6","24.3","26.2"
"03-May","21.8","34.3","36.4","27.3","28.6","18.9","47.2","27.9","24.0","37.7","57.2","45.5","27.6","37.2","23.2","26.7"
"04-May","21.7","31.1","35.6","27.8","27.8","19.0","46.5","26.3","23.1","38.7","54.1","43.9","27.2","35.0","22.4","25.8"
"05-May","21.1","31.2","34.2","31.2","28.2","18.9","45.6","26.4","23.4","38.0","53.9","41.7","26.7","33.1","21.8","25.3"
"06-May","20.5","34.0","34.1","32.1","27.2","18.5","44.3","26.1","23.8","40.4","55.7","41.0","25.8","31.2","21.7","26.9"
"07-May","19.4","33.4","33.1","31.2","26.2","19.0","43.3","26.2","23.3","37.3","53.2","39.5","25.7","31.6","21.5","26.7"
"08-May","19.7","33.8","34.1","32.2","25.8","18.5","40.0","26.1","24.1","37.0","53.5","39.9","25.6","32.4","21.7","25.6"
"09-May","19.4","34.6","33.6","27.7","25.7","18.9","37.8","26.2","23.8","38.5","54.5","39.2","24.9","31.2","21.7","25.4"
"10-May","19.2","35.2","33.2","35.8","25.5","19.5","39.5","26.0","23.7","36.9","53.3","38.6","25.9","29.7","21.5","24.5"
"11-May","19.9","33.5","32.9","34.2","26.2","19.7","38.6","26.6","24.6","36.9","51.7","37.5","26.7","31.7","21.7","24.1"
"12-May","20.1","32.8","32.0","36.9","25.8","19.8","39.5","26.3","25.0","37.2","54.4","37.9","27.0","29.8","21.3","24.3"
"13-May","21.3","31.2","31.1","38.6","26.1","19.9","38.7","26.4","24.2","37.0","49.9","38.2","27.3","29.4","20.9","22.5"
"14-May","21.6","37.1","31.0","38.7","26.6","19.4","38.9","25.2","25.7","37.3","49.4","37.7","27.6","29.6","21.0","23.5"
"15-May","21.9","37.2","29.7","40.9","27.6","20.3","39.3","26.8","25.8","37.3","46.5","37.0","28.2","27.7","20.9","23.8"
"16-May","21.6","35.4","28.9","43.8","27.7","20.1","39.1","27.4","26.7","36.8","47.7","36.6","29.5","27.6","21.1","24.9"
"17-May","22.0","34.6","28.8","42.3","29.2","20.3","38.6","26.8","28.1","38.7","48.5","36.4","29.4","28.2","21.1","24.4"
"18-May","21.5","34.8","30.0","45.9","29.4","20.6","38.2","28.3","28.8","38.6","47.4","37.5","29.1","26.4","20.8","24.4"
"19-May","22.1","35.4","29.7","47.1","30.0","20.8","37.6","30.3","29.8","39.3","42.6","38.2","30.0","28.0","21.1","25.1"
"20-May","21.8","35.4","32.0","53.0","30.7","21.9","38.6","31.1","32.6","40.4","44.0","37.3","31.4","29.1","21.8","26.7"
"21-May","22.2","32.6","33.7","57.0","31.5","22.7","37.7","33.3","33.4","42.4","46.3","38.1","31.8","26.6","22.1","27.1"
"22-May","21.9","32.8","34.7","60.2","31.3","23.2","36.0","33.9","35.0","45.3","46.1","38.1","32.9","26.2","22.1","26.8"
"23-May","22.4","33.7","33.0","59.1","31.6","24.5","34.9","33.8","36.1","45.3","44.3","38.7","33.2","25.7","21.6","27.7"
"24-May","22.2","33.3","35.8","65.9","30.5","24.7","33.9","33.7","35.5","43.8","41.3","38.9","33.3","24.2","21.6","26.4"
"25-May","22.5","35.0","36.1","64.3","30.5","24.2","32.9","32.5","35.4","43.5","42.7","39.2","34.1","23.4","22.1","27.8"
"26-May","22.0","35.5","37.1","63.9","30.9","24.8","33.3","31.7","36.4","45.4","41.7","39.3","34.4","21.7","22.7","27.4"
"27-May","21.9","35.8","34.9","64.4","30.8","24.4","33.2","32.4","37.1","48.9","38.7","40.5","34.9","21.2","22.7","28.1"
"28-May","22.6","32.8","35.5","64.2","31.7","26.4","34.1","32.3","37.7","51.4","34.7","40.5","35.9","21.8","23.7","28.5"
"29-May","23.4","33.0","37.3","62.2","32.6","26.1","36.3","30.6","39.1","51.3","32.6","40.5","36.7","22.8","24.4","30.6"
"30-May","23.7","31.8","41.3","67.8","33.4","27.2","37.3","32.3","40.5","54.4","30.8","40.1","37.7","22.9","25.3","29.4"
"31-May","24.4","33.7","40.4","64.2","33.8","27.2","37.4","34.0","42.8","57.7","29.8","42.0","39.0","23.7","26.4","31.5"
"01-Jun","24.4","33.4","39.8","72.0","33.7","28.8","39.1","36.1","42.6","58.8","27.7","42.2","39.7","24.2","26.5","31.9"
"02-Jun","24.9","33.4","40.7","71.9","33.7","29.2","38.4","36.4","41.9","57.4","27.7","42.4","40.4","24.7","27.0","32.3"
"03-Jun","25.0","33.5","41.2","74.0","33.0","30.6","37.3","37.3","41.1","55.7","29.0","41.7","40.6","23.3","27.2","32.3"
"04-Jun","23.6","34.8","36.5","77.0","32.3","29.4","36.1","38.1","39.7","52.4","27.6","41.7","40.9","21.8","26.9","32.6"
"05-Jun","23.0","34.7","35.8","80.2","31.7","30.7","35.4","40.2","38.2","53.8","27.9","41.8","41.5","20.7","27.6","32.5"
"06-Jun","23.6","35.8","37.7","81.5","31.8","31.0","35.6","39.7","35.8","53.8","25.1","40.9","41.6","20.2","28.5","33.4"
"07-Jun","22.8","36.2","35.3","77.0","32.0","32.3","36.4","38.5","34.3","54.0","24.6","38.7","42.1","19.5","29.0","33.8"
"08-Jun","23.4","35.9","33.7","70.3","32.1","32.0","36.2","38.8","34.6","54.3","23.6","39.4","42.7","20.0","30.3","33.5"
"09-Jun","22.6","36.2","29.7","71.8","31.6","32.2","36.4","38.9","33.7","54.8","22.5","38.8","42.6","20.1","30.8","32.9"
"10-Jun","22.3","33.7","30.3","62.8","32.1","30.2","36.3","38.0","32.8","53.3","21.1","38.6","42.4","20.6","31.2","31.8"
"11-Jun","22.1","33.8","32.5","63.4","31.2","31.1","36.4","35.9","32.9","57.7","20.7","37.5","42.0","21.7","31.9","29.9"
"12-Jun","21.4","32.8","32.3","62.2","30.4","31.2","35.6","35.0","30.8","58.5","19.1","37.9","40.7","22.0","31.3","28.3"
"13-Jun","19.9","30.9","34.5","60.3","29.6","30.7","35.2","34.3","30.9","59.0","20.2","38.5","40.6","21.6","31.6","28.2"
"14-Jun","20.8","30.8","37.1","61.5","29.1","30.5","34.3","34.3","29.7","56.6","20.7","38.7","39.6","21.6","30.9","29.2"
"15-Jun","20.3","31.1","37.6","63.0","28.4","32.1","33.3","33.3","29.1","57.9","20.6","37.4","38.5","20.4","30.4","29.9"
"16-Jun","20.7","30.3","42.1","60.0","28.2","30.9","32.4","32.0","28.4","56.3","20.7","36.5","37.4","20.1","29.9","29.3"
"17-Jun","20.9","31.5","43.5","64.8","27.1","33.1","33.5","30.7","27.6","55.0","18.3","35.1","36.0","20.8","29.5","27.9"
"18-Jun","21.0","31.6","45.3","63.0","26.7","32.7","32.2","30.2","26.3","55.9","18.3","35.5","34.4","20.3","29.1","26.9"
"19-Jun","21.2","32.2","45.8","63.5","25.6","32.3","32.4","28.7","25.6","53.8","17.3","34.3","32.9","20.7","28.3","26.6"
"20-Jun","21.2","34.3","40.1","60.2","25.2","31.9","31.6","27.9","23.2","51.8","15.9","33.9","31.1","21.0","27.5","25.2"
"21-Jun","20.1","32.1","38.6","57.1","24.6","32.9","30.8","27.4","23.2","50.8","15.9","32.8","30.0","20.1","28.0","22.9"
"22-Jun","19.3","32.1","37.8","53.5","24.1","30.4","31.8","24.7","22.9","49.2","15.4","31.5","29.2","20.6","27.7","20.8"
"23-Jun","18.6","32.2","33.2","48.1","23.2","30.7","31.3","23.9","22.0","48.6","13.9","30.9","27.7","19.6","26.3","21.0"
"24-Jun","16.7","29.9","32.3","41.3","21.1","27.4","28.5","22.1","18.8","46.1","13.0","28.6","25.2","17.2","24.3","19.6"
"25-Jun","17.0","30.9","32.2","39.8","21.3","26.0","28.4","21.4","18.8","43.6","12.3","26.1","24.1","16.4","23.5","19.1"
"26-Jun","16.6","30.3","29.5","34.8","21.4","25.1","28.3","19.8","19.3","43.2","12.1","24.5","23.0","15.7","23.6","18.2"
"27-Jun","15.9","29.5","28.1","35.7","20.1","23.8","27.8","18.7","20.7","44.9","10.8","23.9","21.7","14.9","22.5","17.9"
"28-Jun","17.2","31.2","27.1","35.1","19.8","21.3","28.4","17.3","20.7","45.1","9.6","23.6","20.4","14.9","21.3","16.0"
"29-Jun","17.1","30.0","29.3","33.6","19.7","20.8","26.8","17.4","20.4","45.2","9.8","24.0","19.4","15.0","20.3","16.4"
"30-Jun","17.2","29.3","30.7","33.0","19.4","20.9","26.9","16.5","20.7","44.5","10.1","23.4","18.6","15.0","20.3","15.2"
"01-Jul","17.1","29.4","31.7","33.4","19.1","20.2","25.9","15.9","20.6","45.2","10.6","23.0","17.8","14.4","19.6","14.3"
"02-Jul","16.5","28.1","29.3","28.5","17.7","18.4","25.1","13.9","19.6","42.9","10.3","22.8","16.7","14.0","18.5","13.9"
"03-Jul","16.5","28.4","32.4","26.9","16.7","17.5","23.3","13.6","18.4","42.3","11.1","21.8","15.4","12.5","17.7","13.0"
"04-Jul","16.5","27.5","29.9","24.8","16.5","16.7","22.5","12.2","17.1","40.2","11.8","20.6","14.7","12.8","16.8","12.2"
"05-Jul","13.9","25.7","31.3","22.8","15.8","15.8","20.7","12.0","16.1","39.6","11.3","18.8","13.7","13.0","16.3","12.8"
"06-Jul","13.1","26.5","28.9","21.4","15.1","15.1","20.6","11.1","15.8","37.8","11.3","17.4","13.3","11.9","16.3","12.1"
"07-Jul","12.8","26.1","26.8","22.9","14.9","13.9","20.1","10.6","15.6","38.1","10.5","17.2","13.3","11.9","15.9","12.7"
"08-Jul","13.2","25.7","26.3","24.5","15.6","14.5","20.8","11.0","17.1","39.5","9.9","17.8","13.4","12.8","16.4","13.3"
"09-Jul","11.8","25.4","28.8","23.3","14.4","14.4","19.9","10.9","16.1","36.8","7.9","16.2","12.4","12.9","15.7","12.9"
"10-Jul","10.9","23.2","24.3","22.8","13.9","13.6","19.5","9.8","15.5","34.8","6.8","15.1","11.6","12.8","14.8","12.7"
"11-Jul","10.4","21.5","27.7","24.4","13.1","12.0","18.3","9.4","14.6","32.1","5.9","13.9","10.9","11.9","14.2","12.1"
"12-Jul","10.2","20.9","27.2","23.3","12.6","11.7","17.4","8.5","13.5","30.9","5.6","13.8","10.6","10.8","13.6","10.8"
"13-Jul","10.2","19.4","28.6","23.7","12.5","11.0","15.9","8.3","12.8","29.7","5.1","13.2","10.3","10.5","12.9","10.0"
"14-Jul","9.8","19.4","28.7","20.9","12.3","10.9","15.8","7.9","12.4","29.1","4.9","12.8","9.6","10.1","12.2","9.9"
"15-Jul","9.1","20.7","27.1","16.9","11.4","10.5","14.8","7.3","11.3","27.5","4.6","12.5","9.2","9.6","11.2","9.8"
"16-Jul","8.5","17.8","24.6","16.0","10.9","9.9","14.0","6.6","10.5","26.1","4.2","11.7","8.9","8.7","10.2","8.8"
"17-Jul","7.6","16.5","24.5","14.1","10.2","9.0","12.5","5.9","9.7","24.5","3.5","12.5","8.4","8.0","9.4","8.5"
"18-Jul","7.4","15.8","22.1","8.3","9.7","9.1","12.1","5.1","9.1","23.4","2.9","11.5","7.8","7.5","8.5","7.7"
"19-Jul","6.4","13.7","21.8","7.1","8.8","8.1","10.9","4.5","9.4","22.5","3.0","10.1","7.0","7.0","7.4","7.2"
"20-Jul","6.2","12.7","19.5","6.4","8.5","7.9","10.9","4.4","8.9","22.0","2.5","9.9","6.8","6.7","7.0","6.9"
"21-Jul","6.2","11.7","19.0","6.8","8.2","7.6","10.3","4.3","8.6","21.8","2.6","9.8","6.7","6.9","6.9","6.3"
"22-Jul","6.3","9.6","18.7","5.7","8.4","7.1","10.0","4.1","8.6","21.3","2.6","8.4","6.3","6.5","6.9","5.9"
"23-Jul","6.2","8.2","17.3","4.1","8.0","6.6","9.2","4.1","8.3","21.1","2.7","8.4","6.1","6.1","6.7","5.8"
"24-Jul","5.8","8.1","16.4","2.9","7.7","6.4","8.2","4.4","8.1","20.0","3.1","6.7","6.1","6.4","6.2","5.0"
"25-Jul","5.2","8.0","16.0","3.2","7.5","6.4","7.6","4.9","8.3","20.2","3.0","7.0","6.1","6.6","6.3","5.2"
"26-Jul","5.6","8.3","14.9","3.3","7.7","6.4","7.9","5.0","8.0","20.6","2.7","7.1","6.2","7.2","6.4","6.0"
"27-Jul","5.5","8.6","13.3","3.2","7.4","6.3","7.5","4.8","8.2","20.9","2.6","7.2","6.1","6.9","6.3","6.0"
"28-Jul","5.2","9.0","12.5","2.7","7.3","6.5","7.6","4.8","8.0","20.1","2.3","7.3","6.0","6.3","6.2","5.8"
"29-Jul","4.5","8.5","10.8","2.4","6.5","6.0","7.7","4.5","7.4","17.8","2.3","7.2","5.9","6.5","5.6","6.0"
"30-Jul","4.4","8.4","10.0","2.7","6.4","5.7","7.5","4.4","7.5","16.9","2.2","6.8","5.6","6.6","5.3","6.3"
"31-Jul","4.2","7.4","8.4","2.5","6.1","5.2","7.7","4.2","7.1","16.2","1.8","6.6","5.5","7.2","5.2","6.5"
"01-Ago","4.3","7.0","7.9","1.9","6.0","5.0","7.6","3.5","6.6","14.8","2.0","6.5","5.4","7.1","4.9","6.0"
"02-Ago","4.2","6.5","7.6","1.6","5.7","4.8","6.9","3.3","6.2","13.4","1.9","6.4","5.5","6.5","4.7","5.4"
"03-Ago","4.0","6.1","7.5","1.7","5.6","4.4","7.1","3.4","5.6","12.7","2.0","6.1","5.4","7.7","4.5","5.1"
"04-Ago","3.9","5.5","7.2","1.9","5.4","4.2","6.9","3.3","5.5","12.5","1.8","5.7","5.4","7.9","4.3","5.1"
"05-Ago","4.1","5.5","6.3","1.9","5.4","4.3","6.6","3.2","5.0","12.0","2.2","5.5","5.3","7.4","4.4","4.8"
"06-Ago","5.1","5.4","5.0","1.9","5.1","4.1","6.1","3.0","4.4","10.3","1.9","5.4","5.2","7.8","4.4","4.4"
"07-Ago","5.3","6.0","5.2","2.0","4.9","4.1","5.7","2.6","4.6","9.1","2.0","5.0","5.1","7.2","4.3","4.0"
"08-Ago","5.1","5.4","4.4","1.9","4.6","3.7","5.1","2.6","4.5","8.7","2.4","4.6","4.9","7.1","4.2","4.0"
"09-Ago","4.8","6.2","4.3","2.1","4.6","3.5","5.2","2.6","4.3","8.3","2.5","4.5","4.9","7.3","4.1","3.6"
"10-Ago","4.7","6.2","4.6","2.1","4.5","3.8","4.7","2.4","4.5","8.4","2.8","4.4","4.9","6.8","4.0","3.6"
"11-Ago","4.9","6.5","4.3","2.4","4.3","3.7","4.5","2.3","4.3","7.8","2.9","4.6","4.8","6.9","4.0","3.6"
"12-Ago","4.3","5.8","4.3","2.3","4.0","3.6","4.1","2.5","4.5","7.4","2.7","4.4","4.8","8.7","3.9","3.5"
"13-Ago","2.9","6.1","4.1","2.1","3.6","3.5","3.6","2.3","4.2","7.3","3.2","4.5","4.7","7.7","3.6","3.5"
"14-Ago","2.3","5.8","4.6","2.8","3.6","3.2","3.1","2.3","3.6","7.2","3.0","4.5","4.8","7.4","3.7","3.5"
"15-Ago","2.2","5.8","4.1","3.2","3.4","3.4","2.9","2.5","3.5","6.2","2.9","4.6","4.9","7.4","3.9","3.6"
"16-Ago","2.2","5.0","3.7","3.5","3.4","3.3","2.8","2.4","3.4","6.4","3.0","4.5","4.8","7.1","3.9","3.7"
"17-Ago","2.2","4.6","2.9","3.9","3.4","3.1","2.8","2.5","3.3","5.7","2.9","4.6","4.7","6.5","4.0","3.7"
"18-Ago","2.0","4.2","2.6","4.1","3.4","3.1","2.8","2.6","3.4","5.0","3.4","4.5","4.6","6.4","4.0","3.5"
"19-Ago","1.8","3.8","2.5","5.3","3.6","2.9","2.7","2.4","3.0","4.3","3.1","4.4","4.5","4.4","3.8","3.3"
"20-Ago","1.8","3.2","2.9","6.1","3.7","2.7","2.7","2.7","2.9","3.7","2.9","4.2","4.4","4.6","3.7","3.0"
"21-Ago","1.8","2.9","2.6","5.9","3.6","2.6","2.9","2.7","2.9","3.2","2.8","4.1","4.2","4.7","3.5","2.7"
"22-Ago","1.7","2.8","2.7","5.3","3.5","2.2","2.9","2.9","2.9","3.4","2.7","4.1","4.0","4.7","3.1","2.3"
"23-Ago","1.7","2.9","2.9","4.9","3.4","2.1","2.6","3.0","2.8","2.7","2.7","4.0","3.8","4.9","3.1","2.2"
"24-Ago","1.8","3.0","2.8","5.3","3.3","1.9","2.7","2.9","2.8","2.2","2.5","3.8","3.9","4.7","3.0","2.2"
"25-Ago","1.9","2.9","2.7","5.3","3.2","1.8","2.7","2.8","2.7","2.5","1.8","3.6","3.8","4.2","3.0","2.2"
"26-Ago","2.1","3.0","3.0","5.5","3.0","1.7","2.7","3.0","2.8","2.5","1.7","3.5","3.7","4.4","2.7","2.0"
"27-Ago","2.2","3.2","2.9","4.7","2.8","1.8","2.7","2.8","2.8","2.5","1.3","3.3","3.7","4.3","2.7","1.7"
"28-Ago","2.1","2.9","2.6","4.3","2.7","1.7","2.5","2.7","2.9","2.9","1.3","3.0","3.6","3.8","2.6","1.6"
"29-Ago","2.2","2.7","2.8","4.4","2.6","1.7","2.5","2.3","2.7","2.9","0.9","3.0","3.6","4.0","2.5","1.5"
"30-Ago","2.2","2.3","2.9","4.1","2.3","1.7","2.7","2.2","2.8","3.1","0.3","2.8","3.6","3.8","2.4","1.5"
"31-Ago","2.1","2.4","2.9","3.3","2.3","1.7","2.6","2.3","2.8","3.4","0.2","2.8","3.5","3.8","2.4","1.5"
"01-Sep","2.1","2.6","2.9","2.7","2.4","1.8","2.7","2.4","2.8","3.3","0.4","2.7","3.4","4.2","2.3","1.5"
"02-Sep","1.8","2.3","2.8","1.5","2.3","1.7","2.7","2.3","2.6","3.3","0.3","2.6","3.2","3.8","2.3","1.3"
"03-Sep","1.9","1.9","2.9","1.1","2.2","1.8","2.7","2.2","2.6","3.3","0.4","2.3","3.0","3.5","2.1","1.5"
"04-Sep","1.9","1.9","3.0","0.7","2.2","1.9","2.8","2.4","2.3","3.1","0.3","2.4","2.8","3.7","1.9","1.9"
"05-Sep","2.0","2.2","3.0","0.4","2.3","1.9","2.6","2.2","2.3","2.8","0.4","2.1","2.6","3.4","1.7","1.9"
"06-Sep","2.2","2.7","3.2","0.4","2.3","1.8","2.4","2.3","2.2","2.6","0.5","2.0","2.5","3.2","1.6","2.0"
"07-Sep","2.8","2.7","3.4","0.3","2.3","1.8","2.2","2.3","2.1","2.3","0.5","2.0","2.5","3.3","1.4","2.2"
"08-Sep","2.8","2.9","3.4","0.4","2.1","1.6","2.1","2.2","2.0","2.4","0.4","2.1","2.6","3.0","1.4","2.2"
"09-Sep","3.1","4.2","3.5","0.4","2.0","1.5","1.9","2.0","2.0","2.0","0.3","1.8","2.5","2.8","1.3","2.1"
"10-Sep","3.4","5.2","3.5","1.1","2.1","1.3","1.6","2.0","1.9","1.7","0.2","1.8","2.5","3.4","1.2","2.0"
"11-Sep","3.7","6.3","3.5","1.2","2.2","1.3","1.6","1.9","2.1","1.5","0.3","1.7","2.5","3.2","1.2","1.5"
"12-Sep","3.7","7.1","3.4","1.3","2.0","1.1","1.6","2.0","2.0","1.6","0.2","1.7","2.6","3.1","1.2","1.7"
"13-Sep","3.7","7.8","3.5","1.7","2.0","1.3","1.4","1.6","2.0","1.6","0.4","1.8","2.6","3.4","1.2","1.4"
"14-Sep","3.6","8.6","3.3","1.7","2.0","1.3","1.5","1.7","2.1","1.6","0.5","1.9","2.6","3.7","1.3","1.3"
"15-Sep","3.7","9.1","3.3","2.5","2.3","1.3","1.5","1.8","2.1","1.2","0.4","1.9","2.5","4.0","1.3","1.2"
"16-Sep","3.5","9.5","3.0","4.0","2.4","1.5","1.4","1.9","2.1","1.3","0.4","2.1","2.6","4.8","1.3","1.4"
"17-Sep","3.6","9.8","2.7","4.5","2.4","1.4","1.3","1.9","2.1","1.4","0.4","2.3","2.7","4.7","1.3","1.4"
"18-Sep","3.7","10.3","2.8","6.3","2.3","1.4","1.3","1.9","2.0","1.5","0.4","2.4","2.8","5.3","1.3","1.6"
"19-Sep","3.9","10.7","2.6","7.3","2.5","1.6","1.2","1.9","2.2","1.4","0.4","2.3","2.8","5.5","1.2","1.6"
"20-Sep","3.4","10.3","1.8","7.1","2.6","1.4","1.2","1.9","2.1","1.4","0.2","2.3","2.7","5.0","1.2","1.5"
"21-Sep","3.2","10.0","1.9","7.2","2.6","1.4","1.2","1.6","2.2","1.4","0.1","2.3","2.8","4.7","1.2","1.5"
"22-Sep","3.5","11.2","2.0","7.1","2.5","1.5","1.1","1.6","2.1","1.4","0.1","2.2","2.9","4.4","1.2","1.9"
"23-Sep","4.2","11.0","2.1","7.2","2.6","1.7","1.1","1.6","2.3","1.6","0.2","2.2","3.3","4.1","1.2","2.1"
"24-Sep","4.1","11.4","2.7","9.3","2.6","2.0","1.3","1.6","2.2","1.5","0.2","2.3","3.6","4.4","1.3","2.2"
"25-Sep","4.9","11.5","2.9","8.0","2.8","2.1","1.3","1.7","2.4","1.4","0.2","2.4","3.8","4.0","1.4","2.0"
"26-Sep","5.3","11.3","3.7","8.1","2.8","2.3","1.4","1.9","2.4","1.3","0.3","2.7","4.0","4.0","1.7","2.0"
"27-Sep","5.9","11.0","4.3","9.3","2.9","2.7","1.4","2.0","2.7","1.7","0.4","3.0","4.3","4.5","1.9","2.1"
"28-Sep","6.0","12.3","4.3","10.3","3.0","3.0","1.4","2.0","2.6","1.7","0.5","3.2","4.4","5.4","1.9","2.4"
"29-Sep","5.9","11.7","4.3","9.6","2.9","3.0","1.5","2.1","2.7","1.6","0.6","3.5","4.4","5.6","2.0","2.2"
